sex,program,ed_level
Female,none,high school
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,high school
Female,none,bachelor degree
Female,none,less than high school
Female,none,high school
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,less than high school
Female,none,some college
Female,none,bachelor degree
Female,none,high school
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,master-level degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,some college
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,master-level degree
Female,none,master-level degree
Female,none,bachelor degree
Female,none,high school
Female,none,master-level degree
Female,none,master-level degree
Female,none,high school
Female,none,less than high school
Female,none,bachelor degree
Female,none,high school
Female,none,some college
Female,none,doctorate
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,doctorate
Female,none,master-level degree
Female,none,master-level degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,master-level degree
Female,none,master-level degree
Female,none,bachelor degree
Female,none,high school
Female,none,high school
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,some college
Female,none,some college
Female,none,bachelor degree
Female,none,high school
Female,none,less than high school
Female,none,some college
Female,none,bachelor degree
Female,none,some college
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,some college
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,less than high school
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,bachelor degree
Female,none,doctorate
Female,none,high school
Female,none,less than high school
Female,none,some college
Female,none,doctorate
Female,none,bachelor degree
Female,none,master-level degree
Female,none,high school
Female,none,some college
Female,none,bachelor degree
Female,none,high school
Female,none,bachelor degree
Female,none,some college
Female,none,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,master-level degree
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,doctorate
Female,curriculum,doctorate
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,less than high school
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,doctorate
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,doctorate
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,doctorate
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,doctorate
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,doctorate
Female,curriculum,doctorate
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,doctorate
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,master-level degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,doctorate
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,doctorate
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,some college
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,high school
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,master-level degree
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,high school
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,less than high school
Female,curriculum,master-level degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,master-level degree
Female,curriculum,less than high school
Female,curriculum,bachelor degree
Female,curriculum,bachelor degree
Female,curriculum,some college
Female,play,less than high school
Female,play,bachelor degree
Female,play,doctorate
Female,play,bachelor degree
Female,play,less than high school
Female,play,high school
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,less than high school
Female,play,less than high school
Female,play,high school
Female,play,master-level degree
Female,play,some college
Female,play,master-level degree
Female,play,less than high school
Female,play,some college
Female,play,some college
Female,play,high school
Female,play,high school
Female,play,master-level degree
Female,play,doctorate
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,high school
Female,play,high school
Female,play,high school
Female,play,high school
Female,play,some college
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,high school
Female,play,less than high school
Female,play,bachelor degree
Female,play,master-level degree
Female,play,some college
Female,play,some college
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,some college
Female,play,some college
Female,play,bachelor degree
Female,play,doctorate
Female,play,some college
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,high school
Female,play,high school
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,master-level degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,high school
Female,play,some college
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,some college
Female,play,high school
Female,play,less than high school
Female,play,some college
Female,play,master-level degree
Female,play,bachelor degree
Female,play,less than high school
Female,play,some college
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,some college
Female,play,some college
Female,play,bachelor degree
Female,play,high school
Female,play,some college
Female,play,bachelor degree
Female,play,some college
Female,play,doctorate
Female,play,some college
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,master-level degree
Female,play,high school
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,less than high school
Female,play,bachelor degree
Female,play,high school
Female,play,less than high school
Female,play,bachelor degree
Female,play,doctorate
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,master-level degree
Female,play,less than high school
Female,play,bachelor degree
Female,play,some college
Female,play,doctorate
Female,play,master-level degree
Female,play,bachelor degree
Female,play,master-level degree
Female,play,some college
Female,play,some college
Female,play,bachelor degree
Female,play,doctorate
Female,play,high school
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,less than high school
Female,play,some college
Female,play,bachelor degree
Female,play,doctorate
Female,play,bachelor degree
Female,play,high school
Female,play,master-level degree
Female,play,high school
Female,play,master-level degree
Female,play,doctorate
Female,play,bachelor degree
Female,play,less than high school
Female,play,high school
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,master-level degree
Female,play,high school
Female,play,some college
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,doctorate
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,doctorate
Female,play,some college
Female,play,master-level degree
Female,play,some college
Female,play,high school
Female,play,master-level degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,some college
Female,play,master-level degree
Female,play,doctorate
Female,play,bachelor degree
Female,play,some college
Female,play,some college
Female,play,less than high school
Female,play,some college
Female,play,bachelor degree
Female,play,less than high school
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,master-level degree
Female,play,high school
Female,play,high school
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,less than high school
Female,play,high school
Female,play,bachelor degree
Female,play,high school
Female,play,high school
Female,play,some college
Female,play,some college
Female,play,less than high school
Female,play,some college
Female,play,bachelor degree
Female,play,high school
Female,play,high school
Female,play,bachelor degree
Female,play,high school
Female,play,high school
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,high school
Female,play,less than high school
Female,play,bachelor degree
Female,play,some college
Female,play,master-level degree
Female,play,high school
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,some college
Female,play,less than high school
Female,play,some college
Female,play,high school
Female,play,bachelor degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,master-level degree
Female,play,master-level degree
Female,play,master-level degree
Female,play,master-level degree
Female,play,less than high school
Female,play,some college
Female,play,some college
Female,play,master-level degree
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,high school
Female,play,some college
Female,play,bachelor degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,less than high school
Female,play,master-level degree
Female,play,high school
Female,play,high school
Female,play,master-level degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,high school
Female,play,less than high school
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,some college
Female,play,master-level degree
Female,play,master-level degree
Female,play,bachelor degree
Female,play,some college
Female,play,some college
Female,play,high school
Female,play,master-level degree
Female,play,high school
Female,play,high school
Female,play,bachelor degree
Female,play,doctorate
Female,play,high school
Female,play,bachelor degree
Female,play,less than high school
Female,play,some college
Female,play,bachelor degree
Female,play,master-level degree
Female,play,high school
Female,play,high school
Female,play,high school
Female,play,less than high school
Female,play,some college
Female,play,some college
Female,play,high school
Female,play,bachelor degree
Female,play,less than high school
Female,play,some college
Female,play,some college
Female,play,doctorate
Female,play,bachelor degree
Female,play,high school
Female,play,less than high school
Female,play,high school
Female,play,high school
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,master-level degree
Female,play,high school
Female,play,some college
Female,play,bachelor degree
Female,play,less than high school
Female,play,bachelor degree
Female,play,some college
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,less than high school
Female,play,high school
Female,play,some college
Female,play,some college
Female,play,some college
Female,play,some college
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,less than high school
Female,play,some college
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,high school
Female,play,bachelor degree
Female,play,bachelor degree
Female,play,some college
Female,play,master-level degree
