sex,program,ed_level
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,some college
Male,play,doctorate
Male,play,less than high school
Male,play,some college
Male,play,doctorate
Male,play,master-level degree
Male,play,doctorate
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,master-level degree
Male,play,doctorate
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,less than high school
Male,play,some college
Male,play,some college
Male,play,less than high school
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,doctorate
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,doctorate
Male,play,master-level degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,doctorate
Male,play,master-level degree
Male,play,high school
Male,play,doctorate
Male,play,some college
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,some college
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,some college
Male,play,doctorate
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,doctorate
Male,play,high school
Male,play,some college
Male,play,less than high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,less than high school
Male,play,bachelor degree
Male,play,doctorate
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,less than high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,less than high school
Male,play,some college
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,master-level degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,doctorate
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,doctorate
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,less than high school
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,high school
Male,play,master-level degree
Male,play,master-level degree
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,less than high school
Male,play,less than high school
Male,play,master-level degree
Male,play,some college
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,less than high school
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,some college
Male,play,less than high school
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,high school
Male,play,high school
Male,play,master-level degree
Male,play,some college
Male,play,master-level degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,some college
Male,play,some college
Male,play,master-level degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,doctorate
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,master-level degree
Male,play,less than high school
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,some college
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,bachelor degree
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,doctorate
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,some college
Male,play,less than high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,doctorate
Male,play,some college
Male,play,master-level degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,less than high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,doctorate
Male,play,high school
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,some college
Male,play,doctorate
Male,play,less than high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,high school
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,less than high school
Male,play,less than high school
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,doctorate
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,less than high school
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,less than high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,less than high school
Male,play,high school
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,master-level degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,less than high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,some college
Male,play,doctorate
Male,play,less than high school
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,master-level degree
Male,play,high school
Male,play,high school
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,doctorate
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,master-level degree
Male,play,high school
Male,play,less than high school
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,less than high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,master-level degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,less than high school
Male,play,less than high school
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,master-level degree
Male,play,master-level degree
Male,play,some college
Male,play,less than high school
Male,play,less than high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,less than high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,some college
Male,play,doctorate
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,less than high school
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,less than high school
Male,play,bachelor degree
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,master-level degree
Male,play,high school
Male,play,master-level degree
Male,play,master-level degree
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,master-level degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,some college
Male,play,master-level degree
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,doctorate
Male,play,master-level degree
Male,play,less than high school
Male,play,less than high school
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,high school
Male,play,master-level degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,less than high school
Male,play,less than high school
Male,play,master-level degree
Male,play,master-level degree
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,doctorate
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,less than high school
Male,play,high school
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,less than high school
Male,play,doctorate
Male,play,high school
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,master-level degree
Male,play,master-level degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,less than high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,some college
Male,play,some college
Male,play,some college
Male,play,master-level degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,master-level degree
Male,play,some college
Male,play,high school
Male,play,high school
Male,play,high school
Male,play,doctorate
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,some college
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,less than high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,master-level degree
Male,play,bachelor degree
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,master-level degree
Male,play,some college
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,doctorate
Male,play,bachelor degree
Male,play,some college
Male,play,less than high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,master-level degree
Male,play,some college
Male,play,master-level degree
Male,play,high school
Male,play,less than high school
Male,play,high school
Male,play,high school
Male,play,bachelor degree
Male,play,master-level degree
Male,play,bachelor degree
Male,play,doctorate
Male,play,high school
Male,play,doctorate
Male,play,some college
Male,play,high school
Male,play,less than high school
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,bachelor degree
Male,play,some college
Male,play,bachelor degree
Male,play,less than high school
Male,play,less than high school
